Name, era-adjusted batting average, era-adjusted bowling average, role in team, debut year, final year, batting SR modifier, bowling ER modifier, number of games captained.

['The Duckworth-Prof Method','Adelaide Oval']
['SP','Bramall Lane']
['ME Trescothick', 42.19, 93.25, 'OpenBat', 2000, 2006, 1.0903135236312587, 1.029900332225914, 2, ]
['MC Cowdrey', 43.59, 83.62, 'OpenBat', 1954, 1975, 1, 1.2, 27, ]
['WR Hammond', 56.67, 37.84, 'PartFast', 1927, 1947, 1, 0.9122221193999335, 20, ]
['V Kohli', 50.82, 100, 'Bat', 2011, 2020, 1.1536010197578075, 0.929032258064516, 55, ]
['WG Grace', 50.29, 37.96, 'OpenPartMed', 1880, 1899, 1, 0.9577144712279846, 13, ]
['APE Knott', 32.38, 100, 'WK', 1967, 1981, 1, 1.2, 0, ]
['Sir RJ Hadlee', 27.33, 22.43, 'Fast', 1973, 1990, 1, 0.9890933191176682, 0, ]
['R Benaud', 25.63, 28.33, 'Spin', 1952, 1964, 1, 0.9314543692953514, 56, ]
['JC Laker', 15.15, 22.86, 'Spin', 1948, 1959, 1, 0.9174424808754295, 0, ]   
['WW Hall', 15.56, 26.1, 'Fast', 1958, 1969, 1, 1.2, 0, ]
['GD McGrath', 7.28, 21.38, 'Fast', 1993, 2007, 0.8165605095541402, 0.8561175474356285, 0, ]

['Max Powers','Gaddafi Stadium']
['SM Gavaskar', 51.28, 100, 'OpenBat', 1971, 1987, 1, 1.2, 47, ]
['MP Vaughan', 39.12, 76.92, 'OpenBat', 1999, 2008, 1.0227110157367667, 1.1247443762781186, 51, ]
['KC Sangakkara', 52.7, 100, 'WK', 2000, 2015, 1.0838213442880866, 1.1111111111111112, 15, ]
['DPMD Jayawardene', 45.97, 51.18, 'Bat', 1997, 2014, 1.029138899777865, 1.0056989607777405, 38, ]
['Inzamam-ul-Haq', 49.0, 52.56, 'Bat', 1992, 2007, 1.0804527378403181, 1.2, 31, ]
['FMM Worrell', 52.8, 43.87, 'PartFast', 1948, 1963, 1, 1.006755029850362, 15, ]
['Imran Khan', 37.92, 22.95, 'Fast', 1971, 1992, 1, 0.9572961079850412, 48, ]
['R Ashwin', 26.63, 24.1, 'Spin', 2011, 2020, 1.0923639689071787, 0.9172450367774215, 0, ]
['RG Nadkarni', 25.37, 29.24, 'Spin', 1955, 1968, 1, 0.8, 0, ]
['AME Roberts', 14.87, 25.49, 'Fast', 1974, 1983, 1, 1.064109111974141, 0, ]
['M Morkel', 10.78, 25.6, 'Fast', 2006, 2018, 1.016146393972013, 0.9902763739746876, 0, ]
